condition,replicate_id,measurement_type,index,time_s,Ewe_V,Ewe_mV,current_density_A_cm2,frequency_Hz,ReZ_Ohm_cm2,neg_ImZ_Ohm_cm2,cycle
SR500,replicate_01,EIS,313,383.5618,-0.1548738,-154.8738,0.00001621791,100,24.5766,58.69388,1
SR500,replicate_01,EIS,314,389.6597,-0.1550148,-155.0148,0.00001732962,63,32.42218,85.9029,1
SR500,replicate_01,EIS,315,394.8611,-0.1548889,-154.8889,0.0000163487,40,43.07257,125.2056,1
SR500,replicate_01,EIS,316,405.1668,-0.154904,-154.904,0.00001706805,25,58.5879,184.9161,1
SR500,replicate_01,EIS,317,411.2653,-0.1549242,-154.9242,0.000001955305,16,80.30004,268.7741,1
SR500,replicate_01,EIS,318,421.4358,-0.1549695,-154.9695,0.000002099173,10,113.7201,400.3974,1
SR500,replicate_01,EIS,319,441.4707,-0.1549695,-154.9695,0.000001732962,6.3,163.9695,589.8846,1
SR500,replicate_01,EIS,320,452.5384,-0.1550299,-155.0299,0.000001144409,4,238.5601,866.0704,1
SR500,replicate_01,EIS,321,464.6075,-0.1549997,-154.9997,0.0000006016322,2.5,356.3636,1288.915,1
SR500,replicate_01,EIS,322,494.0663,-0.1550269,-155.0269,0.000001916068,1.6,529.5164,1875.364,1
SR500,replicate_01,EIS,323,506.6108,-0.1548033,-154.8033,0.00000002158028,1,824.686,2774.013,1
SR500,replicate_01,EIS,324,617.7925,-0.1550682,-155.0682,0.0000002282279,0.63,1266.439,4074.896,1
SR500,replicate_01,EIS,325,730.5759,-0.1548849,-154.8849,0.00000001569475,0.39,2018.682,6096.042,1
SR500,replicate_01,EIS,326,762.0475,-0.1548592,-154.8592,0.00000009416852,0.25,3161.597,8746.915,1
SR500,replicate_01,EIS,327,793.5198,-0.1549468,-154.9468,0.00000007324218,0.15,5265.357,12936.69,1
SR500,replicate_01,EIS,328,933.6853,-0.1550551,-155.0551,-0.0000000340053,0.09999999,7918.112,17860.33,1
SR500,replicate_01,EIS,329,1040.844,-0.156328,-156.328,-0.0000003673226,0.06,13191.36,25214.98,1
SR500,replicate_01,EIS,330,1148.003,-0.158884,-158.884,0.00000002105713,0.04,19562.23,33711.55,1
SR500,replicate_01,EIS,331,1262.978,-0.1601539,-160.1539,-0.0000002152143,0.02,37411.93,50102.79,1
SR500,replicate_01,EIS,332,1385.76,-0.1476384,-147.6384,-0.0000003691537,0.02,36347.84,52674.34,1
SR500,replicate_01,EIS,333,1542.739,-0.1475382,-147.5382,-0.0000004918998,0.01,49974.79,72089.8,1
