condition,replicate_id,measurement_type,index,time_s,Ewe_V,Ewe_mV,current_density_A_cm2,abs_current_density_A_cm2,log10_abs_current_density_A_cm2,cycle
SR450,Replicate_03,CPP,3651,1.04505,-0.1590773,-159.0773,-0.000005881891,0.000005881891,-5.23048302786315,1
SR450,Replicate_03,CPP,3652,1.64805,-0.1583976,-158.3976,-0.000003658246,0.000003658246,-5.43672709359707,1
SR450,Replicate_03,CPP,3653,2.25105,-0.1575859,-157.5859,-0.000003150689,0.000003150689,-5.50159446329687,1
SR450,Replicate_03,CPP,3654,2.854,-0.1570612,-157.0612,-0.000002831739,0.000002831739,-5.54794677784786,1
SR450,Replicate_03,CPP,3655,3.457,-0.1566835,-156.6835,-0.000002585321,0.000002585321,-5.58748552611987,1
SR450,Replicate_03,CPP,3656,4.06005,-0.1560742,-156.0742,-0.000002434803,0.000002434803,-5.61353617181034,1
SR450,Replicate_03,CPP,3657,4.66295,-0.155479,-155.479,-0.0000022667,0.0000022667,-5.64460595537683,1
SR450,Replicate_03,CPP,3658,5.26595,-0.1548809,-154.8809,-0.000002163796,0.000002163796,-5.66478368637995,1
SR450,Replicate_03,CPP,3659,5.86895,-0.1541698,-154.1698,-0.000002013764,0.000002013764,-5.69599142727956,1
SR450,Replicate_03,CPP,3660,6.4719,-0.1535968,-153.5968,-0.000001929237,0.000001929237,-5.7146144175247,1
SR450,Replicate_03,CPP,3661,7.0797,-0.1529442,-152.9442,-0.000001857282,0.000001857282,-5.73112215024743,1
SR450,Replicate_03,CPP,3662,7.6827,-0.1525152,-152.5152,-0.000001742814,0.000001742814,-5.75874896004089,1
SR450,Replicate_03,CPP,3663,8.28565,-0.1517227,-151.7227,-0.000001651645,0.000001651645,-5.78208329303792,1
SR450,Replicate_03,CPP,3664,8.8886,-0.1511234,-151.1234,-0.000001564278,0.000001564278,-5.80568606256961,1
SR450,Replicate_03,CPP,3665,9.49145,-0.1505756,-150.5756,-0.00000149763,0.00000149763,-5.82459546888377,1
SR450,Replicate_03,CPP,3666,10.21635,-0.149996,-149.996,-0.000001423174,0.000001423174,-5.84674199898798,1
SR450,Replicate_03,CPP,3667,10.81925,-0.1493512,-149.3512,-0.000001352146,0.000001352146,-5.86897641226199,1
SR450,Replicate_03,CPP,3668,11.331,-0.1488198,-148.8198,-0.000001340549,0.000001340549,-5.87271730697712,1
SR450,Replicate_03,CPP,3669,11.9339,-0.1482122,-148.2122,-0.000001293515,0.000001293515,-5.88822853070511,1
SR450,Replicate_03,CPP,3670,12.53685,-0.1475977,-147.5977,-0.000001244085,0.000001244085,-5.90514994619676,1
SR450,Replicate_03,CPP,3671,13.14465,-0.1470978,-147.0978,-0.000001192513,0.000001192513,-5.92353687786647,1
SR450,Replicate_03,CPP,3672,13.7476,-0.1464318,-146.4318,-0.000001152407,0.000001152407,-5.93839411237345,1
SR450,Replicate_03,CPP,3673,14.3506,-0.1458841,-145.8841,-0.000001107035,0.000001107035,-5.95583864825716,1
SR450,Replicate_03,CPP,3674,14.95365,-0.1451589,-145.1589,-0.000001070753,0.000001070753,-5.97031070013791,1
SR450,Replicate_03,CPP,3675,15.55665,-0.1446014,-144.6014,-0.000001031337,0.000001031337,-5.98659940132567,1
SR450,Replicate_03,CPP,3676,16.15965,-0.1439433,-143.9433,-0.0000009992056,0.0000009992056,-6.00034514064445,1
SR450,Replicate_03,CPP,3677,16.7626,-0.1434071,-143.4071,-0.0000009600029,0.0000009600029,-6.01772745503117,1
SR450,Replicate_03,CPP,3678,17.3655,-0.1428715,-142.8715,-0.0000009236598,0.0000009236598,-6.03448795755511,1
SR450,Replicate_03,CPP,3679,17.96835,-0.1422406,-142.2406,-0.0000008930288,0.0000008930288,-6.04913453497552,1
SR450,Replicate_03,CPP,3680,18.57135,-0.1415922,-141.5922,-0.0000008660232,0.0000008660232,-6.06247047345954,1
SR450,Replicate_03,CPP,3681,19.1792,-0.1410113,-141.0113,-0.0000008335466,0.0000008335466,-6.07907011562346,1
SR450,Replicate_03,CPP,3682,19.7823,-0.1402957,-140.2957,-0.0000008108001,0.0000008108001,-6.09108620641533,1
SR450,Replicate_03,CPP,3683,20.38525,-0.1397224,-139.7224,-0.0000007792004,0.0000007792004,-6.10835083318572,1
SR450,Replicate_03,CPP,3684,20.98815,-0.1392242,-139.2242,-0.0000007535086,0.0000007535086,-6.12291178659921,1
SR450,Replicate_03,CPP,3685,21.591,-0.138563,-138.563,-0.0000007297483,0.0000007297483,-6.13682690805832,1
SR450,Replicate_03,CPP,3686,22.194,-0.1379515,-137.9515,-0.0000007034307,0.0000007034307,-6.15277868158398,1
SR450,Replicate_03,CPP,3687,22.79705,-0.1373932,-137.3932,-0.0000006835029,0.0000006835029,-6.16525963844609,1
SR450,Replicate_03,CPP,3688,23.4,-0.1367391,-136.7391,-0.0000006611152,0.0000006611152,-6.17972285766245,1
SR450,Replicate_03,CPP,3689,24.00285,-0.1361494,-136.1494,-0.0000006378245,0.0000006378245,-6.19529880273111,1
SR450,Replicate_03,CPP,3690,24.6059,-0.1355439,-135.5439,-0.0000006170945,0.0000006170945,-6.20964832432017,1
SR450,Replicate_03,CPP,3691,25.21465,-0.1349841,-134.9841,-0.0000005971407,0.0000005971407,-6.2239233271049,1
SR450,Replicate_03,CPP,3692,25.8175,-0.1343534,-134.3534,-0.0000005780594,0.0000005780594,-6.23802753222522,1
SR450,Replicate_03,CPP,3693,26.4206,-0.1337957,-133.7957,-0.0000005585627,0.0000005585627,-6.2529280692169,1
SR450,Replicate_03,CPP,3694,27.02365,-0.1331583,-133.1583,-0.0000005385038,0.0000005385038,-6.26881122771752,1
SR450,Replicate_03,CPP,3695,27.6266,-0.132561,-132.561,-0.0000005232606,0.0000005232606,-6.28128196513953,1
SR450,Replicate_03,CPP,3696,28.22955,-0.1319167,-131.9167,-0.0000005028837,0.0000005028837,-6.29853244096444,1
SR450,Replicate_03,CPP,3697,28.8324,-0.1313816,-131.3816,-0.0000004881566,0.0000004881566,-6.31144083454266,1
SR450,Replicate_03,CPP,3698,29.43525,-0.1307582,-130.7582,-0.0000004700834,0.0000004700834,-6.3278250847311,1
SR450,Replicate_03,CPP,3699,30.03835,-0.1301712,-130.1712,-0.0000004525637,0.0000004525637,-6.34432028361577,1
SR450,Replicate_03,CPP,3700,30.64135,-0.1295427,-129.5427,-0.0000004410795,0.0000004410795,-6.35548312640606,1
SR450,Replicate_03,CPP,3701,31.24905,-0.1289416,-128.9416,-0.0000004236819,0.0000004236819,-6.37296008897996,1
SR450,Replicate_03,CPP,3702,31.85195,-0.1283612,-128.3612,-0.0000004082114,0.0000004082114,-6.38911487103602,1
SR450,Replicate_03,CPP,3703,32.4548,-0.1277619,-127.7619,-0.0000003925405,0.0000003925405,-6.40611552867892,1
SR450,Replicate_03,CPP,3704,33.05765,-0.1271434,-127.1434,-0.0000003787153,0.0000003787153,-6.4216871491402,1
SR450,Replicate_03,CPP,3705,33.6605,-0.1265404,-126.5404,-0.000000365656,0.000000365656,-6.43692729590167,1
SR450,Replicate_03,CPP,3706,34.26335,-0.1259059,-125.9059,-0.0000003520073,0.0000003520073,-6.45344832993993,1
SR450,Replicate_03,CPP,3707,34.8662,-0.1253518,-125.3518,-0.0000003378244,0.0000003378244,-6.47130898589982,1
SR450,Replicate_03,CPP,3708,35.46905,-0.1247337,-124.7337,-0.000000327533,0.000000327533,-6.48474493690611,1
SR450,Replicate_03,CPP,3709,36.0719,-0.1241812,-124.1812,-0.0000003137043,0.0000003137043,-6.50347952831063,1
SR450,Replicate_03,CPP,3710,36.67475,-0.123559,-123.559,-0.0000003023809,0.0000003023809,-6.51944564467407,1
SR450,Replicate_03,CPP,3711,37.28245,-0.1229495,-122.9495,-0.0000002881833,0.0000002881833,-6.54033118982317,1
SR450,Replicate_03,CPP,3712,37.8853,-0.1223173,-122.3173,-0.000000278951,0.000000278951,-6.55447207736634,1
SR450,Replicate_03,CPP,3713,38.48815,-0.1217246,-121.7246,-0.0000002693894,0.0000002693894,-6.56961949700233,1
SR450,Replicate_03,CPP,3714,39.091,-0.1211881,-121.1881,-0.0000002507788,0.0000002507788,-6.60070918009081,1
SR450,Replicate_03,CPP,3715,39.69385,-0.1204951,-120.4951,-0.0000002450588,0.0000002450588,-6.61072969746549,1
SR450,Replicate_03,CPP,3716,40.2967,-0.1198979,-119.8979,-0.0000002311158,0.0000002311158,-6.63617036339905,1
SR450,Replicate_03,CPP,3717,40.89955,-0.1193564,-119.3564,-0.0000002195683,0.0000002195683,-6.65843036061921,1
SR450,Replicate_03,CPP,3718,41.5024,-0.1187456,-118.7456,-0.0000002103315,0.0000002103315,-6.67709568094314,1
SR450,Replicate_03,CPP,3719,42.10525,-0.1181692,-118.1692,-0.0000001973492,0.0000001973492,-6.70476462977665,1
SR450,Replicate_03,CPP,3720,42.7081,-0.1175417,-117.5417,-0.0000001865056,0.0000001865056,-6.72930812357333,1
SR450,Replicate_03,CPP,3721,43.3158,-0.117039,-117.039,-0.0000001765287,0.0000001765287,-6.75318467702767,1
SR450,Replicate_03,CPP,3722,43.91865,-0.1163292,-116.3292,-0.0000001670825,0.0000001670825,-6.77706903515409,1
SR450,Replicate_03,CPP,3723,44.5215,-0.115783,-115.783,-0.0000001554875,0.0000001554875,-6.80830451917239,1
SR450,Replicate_03,CPP,3724,45.12435,-0.1150373,-115.0373,-0.0000001473924,0.0000001473924,-6.83152490944275,1
SR450,Replicate_03,CPP,3725,45.72725,-0.114526,-114.526,-0.0000001370161,0.0000001370161,-6.86322839831557,1
SR450,Replicate_03,CPP,3726,46.3301,-0.1138727,-113.8727,-0.0000001316446,0.0000001316446,-6.88059695074934,1
SR450,Replicate_03,CPP,3727,46.93295,-0.113298,-113.298,-0.00000011958,0.00000011958,-6.92234145091587,1
SR450,Replicate_03,CPP,3728,47.5358,-0.1127448,-112.7448,-0.0000001060274,0.0000001060274,-6.97458188821548,1
SR450,Replicate_03,CPP,3729,48.1387,-0.112068,-112.068,-0.0000001001264,0.0000001001264,-6.99945139841808,1
SR450,Replicate_03,CPP,3730,48.97605,-0.1113076,-111.3076,-0.00000008789546,0.00000008789546,-7.05603355664259,1
SR450,Replicate_03,CPP,3731,49.58375,-0.1107041,-110.7041,-0.0000000775137,0.0000000775137,-7.11062153222175,1
SR450,Replicate_03,CPP,3732,50.1866,-0.1100742,-110.0742,-0.00000006895002,0.00000006895002,-7.16146560351441,1
SR450,Replicate_03,CPP,3733,50.78945,-0.1094448,-109.4448,-0.0000000571398,0.0000000571398,-7.24306128406263,1
SR450,Replicate_03,CPP,3734,51.3923,-0.1089426,-108.9426,-0.00000004874924,0.00000004874924,-7.31203215055784,1
SR450,Replicate_03,CPP,3735,51.99515,-0.108266,-108.266,-0.00000003871736,0.00000003871736,-7.41209426336056,1
SR450,Replicate_03,CPP,3736,52.598,-0.1076598,-107.6598,-0.00000003075962,0.00000003075962,-7.51201903405014,1
SR450,Replicate_03,CPP,3737,53.20085,-0.1071241,-107.1241,-0.00000002347379,0.00000002347379,-7.62941678499867,1
SR450,Replicate_03,CPP,3738,53.8037,-0.1064617,-106.4617,-0.0000000142426,0.0000000142426,-7.84641072259653,1
SR450,Replicate_03,CPP,3739,54.40655,-0.1058752,-105.8752,-0.000000006139681,0.000000006139681,-8.21185419295309,1
SR450,Replicate_03,CPP,3740,55.00945,-0.1053579,-105.3579,0.000000001275144,0.000000001275144,-8.89444076826996,1
SR450,Replicate_03,CPP,3741,55.6172,-0.1047096,-104.7096,0.00000001113717,0.00000001113717,-7.95322515113036,1
SR450,Replicate_03,CPP,3742,56.2201,-0.1040666,-104.0666,0.00000001859692,0.00000001859692,-7.73055897716737,1
SR450,Replicate_03,CPP,3743,56.82305,-0.1034893,-103.4893,0.00000002823241,0.00000002823241,-7.54925204764027,1
SR450,Replicate_03,CPP,3744,57.42595,-0.1028832,-102.8832,0.00000003635593,0.00000003635593,-7.43942474144228,1
SR450,Replicate_03,CPP,3745,58.0289,-0.1022401,-102.2401,0.0000000450769,0.0000000450769,-7.34604595862386,1
SR450,Replicate_03,CPP,3746,58.63185,-0.1016196,-101.6196,0.00000005259786,0.00000005259786,-7.27903192522074,1
SR450,Replicate_03,CPP,3747,59.23485,-0.1010385,-101.0385,0.00000006215924,0.00000006215924,-7.2064943041464,1
SR450,Replicate_03,CPP,3748,59.8378,-0.1005021,-100.5021,0.00000006953096,0.00000006953096,-7.1578217743563,1
SR450,Replicate_03,CPP,3749,60.44075,-0.09985854,-99.85854,0.00000007543606,0.00000007543606,-7.12242100273286,1
SR450,Replicate_03,CPP,3750,61.04375,-0.09925056,-99.25056,0.00000008527309,0.00000008527309,-7.06918799941104,1
SR450,Replicate_03,CPP,3751,61.6515,-0.09871308,-98.71308,0.00000009094464,0.00000009094464,-7.04122289183985,1
