condition,replicate_02,measurement_type,index,time_s,Ewe_V,Ewe_mV,current_density_A_cm2,abs_current_density_A_cm2,log10_abs_current_density_A_cm2,cycle
SR400,replicate_02,CPP,4490,507.3402,0.3708804,370.8804,0.00001857473,0.00001857473,-4.7310774903729,1
SR400,replicate_02,CPP,4491,507.9479,0.3715551,371.5551,0.00001859561,0.00001859561,-4.73058957071782,1
SR400,replicate_02,CPP,4492,508.5508,0.3721835,372.1835,0.00001863501,0.00001863501,-4.72967036985709,1
SR400,replicate_02,CPP,4493,509.1537,0.3727818,372.7818,0.00001865181,0.00001865181,-4.72927901721346,1
SR400,replicate_02,CPP,4494,509.7566,0.3733326,373.3326,0.00001868961,0.00001868961,-4.72839976104038,1
SR400,replicate_02,CPP,4495,510.3594,0.3739318,373.9318,0.00001873126,0.00001873126,-4.72743300785476,1
SR400,replicate_02,CPP,4496,510.9623,0.3745048,374.5048,0.00001877323,0.00001877323,-4.72646099906252,1
SR400,replicate_02,CPP,4497,511.5652,0.3751272,375.1272,0.0000188308,0.0000188308,-4.72513122920239,1
SR400,replicate_02,CPP,4498,512.1681,0.3757345,375.7345,0.0000188737,0.0000188737,-4.72414295240182,1
SR400,replicate_02,CPP,4499,512.7709,0.3763327,376.3327,0.00001891851,0.00001891851,-4.7231130711192,1
SR400,replicate_02,CPP,4500,513.3738,0.3768966,376.8966,0.0000189719,0.0000189719,-4.72188917316009,1
SR400,replicate_02,CPP,4501,513.9816,0.3776238,377.6238,0.00001901455,0.00001901455,-4.7209139481819,1
SR400,replicate_02,CPP,4502,514.5845,0.3781545,378.1545,0.00001907399,0.00001907399,-4.7195584493909,1
SR400,replicate_02,CPP,4503,515.1873,0.3787346,378.7346,0.00001909224,0.00001909224,-4.71914311495002,1
SR400,replicate_02,CPP,4504,515.7902,0.3793841,379.3841,0.00001914574,0.00001914574,-4.71792784312116,1
SR400,replicate_02,CPP,4505,516.3931,0.3799652,379.9652,0.00001921042,0.00001921042,-4.71646313999575,1
SR400,replicate_02,CPP,4506,516.996,0.3805654,380.5654,0.00001926398,0.00001926398,-4.71525398130963,1
SR400,replicate_02,CPP,4507,517.5988,0.3811747,381.1747,0.00001930421,0.00001930421,-4.71434796662014,1
SR400,replicate_02,CPP,4508,518.2017,0.3816732,381.6732,0.0000193402,0.0000193402,-4.71353903912338,1
SR400,replicate_02,CPP,4509,518.8046,0.3823822,382.3822,0.0000193799,0.0000193799,-4.71264846823263,1
SR400,replicate_02,CPP,4510,519.4075,0.3828797,382.8797,0.00001941322,0.00001941322,-4.71190242379509,1
SR400,replicate_02,CPP,4511,520.0151,0.3835101,383.5101,0.00001944498,0.00001944498,-4.71119249920688,1
SR400,replicate_02,CPP,4512,520.618,0.3841829,384.1829,0.00001947473,0.00001947473,-4.71052855472461,1
SR400,replicate_02,CPP,4513,521.2209,0.3847237,384.7237,0.000019506,0.000019506,-4.70983178012023,1
SR400,replicate_02,CPP,4514,521.8238,0.3853219,385.3219,0.00001951397,0.00001951397,-4.70965436701259,1
SR400,replicate_02,CPP,4515,522.4266,0.3859322,385.9322,0.00001955569,0.00001955569,-4.70872685586088,1
SR400,replicate_02,CPP,4516,523.0295,0.3865103,386.5103,0.00001954974,0.00001954974,-4.70885901408991,1
SR400,replicate_02,CPP,4517,523.6324,0.3871397,387.1397,0.00001957919,0.00001957919,-4.70820527912159,1
SR400,replicate_02,CPP,4518,524.2353,0.3876835,387.6835,0.00001960624,0.00001960624,-4.70760568546642,1
SR400,replicate_02,CPP,4519,524.8381,0.3883915,388.3915,0.00001963402,0.00001963402,-4.70699077095144,1
SR400,replicate_02,CPP,4520,525.441,0.3889716,388.9716,0.00001966625,0.00001966625,-4.70627844432927,1
SR400,replicate_02,CPP,4521,526.0488,0.3895607,389.5607,0.00001969362,0.00001969362,-4.70567444630358,1
SR400,replicate_02,CPP,4522,526.6517,0.3901418,390.1418,0.00001972442,0.00001972442,-4.70499575843555,1
SR400,replicate_02,CPP,4523,527.2545,0.3906896,390.6896,0.00001974299,0.00001974299,-4.7045870744543,1
SR400,replicate_02,CPP,4524,527.8574,0.391313,391.313,0.00001978156,0.00001978156,-4.70373946235073,1
SR400,replicate_02,CPP,4525,528.4603,0.3919535,391.9535,0.00001980527,0.00001980527,-4.70321923259769,1
SR400,replicate_02,CPP,4526,529.0632,0.3926746,392.6746,0.00001984523,0.00001984523,-4.70234386339063,1
SR400,replicate_02,CPP,4527,529.666,0.3931711,393.1711,0.0000198612,0.0000198612,-4.70199451527497,1
SR400,replicate_02,CPP,4528,530.2689,0.393866,393.866,0.00001988945,0.00001988945,-4.70137722619018,1
SR400,replicate_02,CPP,4529,530.8718,0.394301,394.301,0.00001993677,0.00001993677,-4.70034520133045,1
SR400,replicate_02,CPP,4530,531.4747,0.3949395,394.9395,0.00001997529,0.00001997529,-4.69950690690831,1
SR400,replicate_02,CPP,4531,532.0823,0.3956052,395.6052,0.00001997444,0.00001997444,-4.69952538764947,1
SR400,replicate_02,CPP,4532,532.6852,0.3961158,396.1158,0.00001999463,0.00001999463,-4.69908662806185,1
SR400,replicate_02,CPP,4533,533.2881,0.3968429,396.8429,0.00002000109,0.00002000109,-4.69894633593171,1
SR400,replicate_02,CPP,4534,533.891,0.397423,397.423,0.00002003354,0.00002003354,-4.69824230249746,1
SR400,replicate_02,CPP,4535,534.4938,0.3980504,398.0504,0.00002005087,0.00002005087,-4.69786677875442,1
SR400,replicate_02,CPP,4536,535.0967,0.3984945,398.4945,0.00002008165,0.00002008165,-4.69720060644458,1
SR400,replicate_02,CPP,4537,535.6996,0.3992025,399.2025,0.00002013033,0.00002013033,-4.69614910558803,1
SR400,replicate_02,CPP,4538,536.3025,0.399709,399.709,0.00002014959,0.00002014959,-4.69573378637395,1
SR400,replicate_02,CPP,4539,536.9053,0.4002559,400.2559,0.00002018567,0.00002018567,-4.69495683097134,1
SR400,replicate_02,CPP,4540,537.5082,0.4009216,400.9216,0.00002023432,0.00002023432,-4.69391138604434,1
SR400,replicate_02,CPP,4541,538.1159,0.4015963,401.5963,0.00002027095,0.00002027095,-4.69312589757784,1
SR400,replicate_02,CPP,4542,538.7188,0.4022439,402.2439,0.00002029754,0.00002029754,-4.69255659406532,1
SR400,replicate_02,CPP,4543,539.3217,0.4027051,402.7051,0.00002034051,0.00002034051,-4.69163816216013,1
SR400,replicate_02,CPP,4544,539.9246,0.4034272,403.4272,0.00002038785,0.00002038785,-4.6906285703164,1
SR400,replicate_02,CPP,4545,540.5274,0.403972,403.972,0.0000204238,0.0000204238,-4.68986345101039,1
SR400,replicate_02,CPP,4546,541.1303,0.4044997,404.4997,0.00002046931,0.00002046931,-4.68889679672407,1
SR400,replicate_02,CPP,4547,541.7332,0.4052439,405.2439,0.00002049104,0.00002049104,-4.68843599890485,1
SR400,replicate_02,CPP,4548,542.3361,0.4057596,405.7596,0.00002050557,0.00002050557,-4.68812815398371,1
SR400,replicate_02,CPP,4549,542.9389,0.4064635,406.4635,0.00002059824,0.00002059824,-4.68616988598726,1
SR400,replicate_02,CPP,4550,543.5418,0.4068976,406.8976,0.00002065587,0.00002065587,-4.68495650834936,1
SR400,replicate_02,CPP,4551,544.1495,0.4075592,407.5592,0.00002072689,0.00002072689,-4.68346585744132,1
SR400,replicate_02,CPP,4552,544.7524,0.408231,408.231,0.00002068689,0.00002068689,-4.68430479485192,1
SR400,replicate_02,CPP,4553,545.3552,0.4086962,408.6962,0.00002069688,0.00002069688,-4.68409511835514,1
SR400,replicate_02,CPP,4554,545.9581,0.409376,409.376,0.00002073343,0.00002073343,-4.68332884518791,1
SR400,replicate_02,CPP,4555,546.561,0.4100185,410.0185,0.00002076549,0.00002076549,-4.68265781645464,1
SR400,replicate_02,CPP,4556,547.1639,0.4105734,410.5734,0.00002077793,0.00002077793,-4.68239772118485,1
SR400,replicate_02,CPP,4557,547.7667,0.4111344,411.1344,0.00002081874,0.00002081874,-4.68154555857217,1
SR400,replicate_02,CPP,4558,548.3696,0.4116913,411.6913,0.00002085056,0.00002085056,-4.6808822763428,1
SR400,replicate_02,CPP,4559,548.9725,0.4123288,412.3288,0.00002088098,0.00002088098,-4.68024912259484,1
SR400,replicate_02,CPP,4560,549.5754,0.4129763,412.9763,0.00002091118,0.00002091118,-4.67962145962473,1
SR400,replicate_02,CPP,4561,550.1831,0.4134728,413.4728,0.0000209592,0.0000209592,-4.67862529812992,1
SR400,replicate_02,CPP,4562,550.786,0.4141083,414.1083,0.0000209741,0.0000209741,-4.67831666570401,1
SR400,replicate_02,CPP,4563,551.3889,0.4147669,414.7669,0.00002100384,0.00002100384,-4.67770129867777,1
SR400,replicate_02,CPP,4564,551.9918,0.4153157,415.3157,0.00002105135,0.00002105135,-4.67672004810618,1
SR400,replicate_02,CPP,4565,552.5946,0.4159411,415.9411,0.00002107133,0.00002107133,-4.67630805131969,1
SR400,replicate_02,CPP,4566,553.1975,0.4166179,416.6179,0.00002111566,0.00002111566,-4.67539533953491,1
SR400,replicate_02,CPP,4567,553.8004,0.4170781,417.0781,0.00002115199,0.00002115199,-4.67464876751527,1
SR400,replicate_02,CPP,4568,554.4033,0.4177066,417.7066,0.00002118652,0.00002118652,-4.67394037263859,1
SR400,replicate_02,CPP,4569,555.0061,0.4183551,418.3551,0.00002124051,0.00002124051,-4.67283505974091,1
SR400,replicate_02,CPP,4570,555.609,0.4189684,418.9684,0.00002125597,0.00002125597,-4.67251907154677,1
SR400,replicate_02,CPP,4571,556.2167,0.4195485,419.5485,0.00002129821,0.00002129821,-4.67165689514292,1
SR400,replicate_02,CPP,4572,556.8196,0.4202021,420.2021,0.00002133515,0.00002133515,-4.67090429942087,1
SR400,replicate_02,CPP,4573,557.4224,0.4207177,420.7177,0.00002135182,0.00002135182,-4.67056510039216,1
SR400,replicate_02,CPP,4574,558.0253,0.4212888,421.2888,0.00002137812,0.00002137812,-4.67003048946987,1
SR400,replicate_02,CPP,4575,558.6282,0.4218608,421.8608,0.00002141667,0.00002141667,-4.66924805512186,1
SR400,replicate_02,CPP,4576,559.2311,0.4225818,422.5818,0.00002145177,0.00002145177,-4.66853686807044,1
SR400,replicate_02,CPP,4577,559.8339,0.42317,423.17,0.00002148702,0.00002148702,-4.66782381193047,1
SR400,replicate_02,CPP,4578,560.4368,0.4236856,423.6856,0.00002152151,0.00002152151,-4.66712726080949,1
SR400,replicate_02,CPP,4579,561.0397,0.4244238,424.4238,0.00002154774,0.00002154774,-4.66659827339184,1
SR400,replicate_02,CPP,4580,561.6426,0.4249042,424.9042,0.00002157011,0.00002157011,-4.66614764014218,1
SR400,replicate_02,CPP,4581,562.2503,0.4255467,425.5467,0.00002160396,0.00002160396,-4.66546663549172,1
SR400,replicate_02,CPP,4582,562.8532,0.4262083,426.2083,0.00002162857,0.00002162857,-4.66497219353544,1
SR400,replicate_02,CPP,4583,563.4561,0.4266807,426.6807,0.00002167625,0.00002167625,-4.66401584875605,1
SR400,replicate_02,CPP,4584,564.059,0.4271842,427.1842,0.00002170138,0.00002170138,-4.66351264830221,1
SR400,replicate_02,CPP,4585,564.6618,0.428006,428.006,0.0000217247,0.0000217247,-4.66304621208271,1
SR400,replicate_02,CPP,4586,565.2647,0.4284058,428.4058,0.00002175775,0.00002175775,-4.66238601766446,1
SR400,replicate_02,CPP,4587,565.8676,0.4291581,429.1581,0.00002177873,0.00002177873,-4.66196744919334,1
SR400,replicate_02,CPP,4588,566.4705,0.4296949,429.6949,0.0000218096,0.0000218096,-4.66135229954674,1
SR400,replicate_02,CPP,4589,567.0733,0.430428,430.428,0.00002184152,0.00002184152,-4.66071714139578,1
SR400,replicate_02,CPP,4590,567.6762,0.4308913,430.8913,0.0000218636,0.0000218636,-4.66027832676828,1
SR400,replicate_02,CPP,4591,568.2839,0.4315156,431.5156,0.00002189162,0.00002189162,-4.65972209905207,1
SR400,replicate_02,CPP,4592,568.8868,0.432142,432.142,0.00002193484,0.00002193484,-4.65886552913551,1
SR400,replicate_02,CPP,4593,569.4896,0.4327836,432.7836,0.00002196077,0.00002196077,-4.65835243649479,1
SR400,replicate_02,CPP,4594,570.0925,0.4333818,433.3818,0.00002200502,0.00002200502,-4.65747823237776,1
SR400,replicate_02,CPP,4595,570.6954,0.4339679,433.9679,0.00002205467,0.00002205467,-4.65649943610599,1
SR400,replicate_02,CPP,4596,571.2983,0.4345389,434.5389,0.0000220688,0.0000220688,-4.6562212811359,1
SR400,replicate_02,CPP,4597,571.9011,0.4350847,435.0847,0.0000220849,0.0000220849,-4.65590456287815,1
SR400,replicate_02,CPP,4598,572.504,0.4357746,435.7746,0.0000221312,0.0000221312,-4.65499503707821,1
SR400,replicate_02,CPP,4599,573.1069,0.436399,436.399,0.00002215415,0.00002215415,-4.654544908119,1
SR400,replicate_02,CPP,4600,573.7098,0.4369045,436.9045,0.00002218733,0.00002218733,-4.65389495716567,1
SR400,replicate_02,CPP,4601,574.3175,0.4374645,437.4645,0.00002222296,0.00002222296,-4.65319809543789,1
SR400,replicate_02,CPP,4602,574.9204,0.4381644,438.1644,0.00002225048,0.00002225048,-4.65266061573461,1
SR400,replicate_02,CPP,4603,575.5233,0.4387314,438.7314,0.00002229356,0.00002229356,-4.65182057463759,1
SR400,replicate_02,CPP,4604,576.1262,0.4393558,439.3558,0.00002232789,0.00002232789,-4.65115231609801,1
SR400,replicate_02,CPP,4605,576.729,0.439961,439.961,0.00002235695,0.00002235695,-4.65058744445818,1
SR400,replicate_02,CPP,4606,577.3319,0.4404494,440.4494,0.00002239864,0.00002239864,-4.64977835034558,1
SR400,replicate_02,CPP,4607,577.9348,0.4412058,441.2058,0.00002243459,0.00002243459,-4.64908186294235,1
SR400,replicate_02,CPP,4608,578.5377,0.4417154,441.7154,0.00002247073,0.00002247073,-4.64838281855452,1
SR400,replicate_02,CPP,4609,579.1405,0.4423952,442.3952,0.00002249603,0.00002249603,-4.64789411749839,1
SR400,replicate_02,CPP,4610,579.7434,0.442952,442.952,0.00002253811,0.00002253811,-4.64708250581369,1
SR400,replicate_02,CPP,4611,580.3511,0.443658,443.658,0.00002257038,0.00002257038,-4.646461128981,1
SR400,replicate_02,CPP,4612,580.954,0.4441555,444.1555,0.00002261923,0.00002261923,-4.64552218333819,1
SR400,replicate_02,CPP,4613,581.5568,0.4448343,444.8343,0.00002264413,0.00002264413,-4.64504436049471,1
SR400,replicate_02,CPP,4614,582.1597,0.4453469,445.3469,0.00002267874,0.00002267874,-4.64438107792058,1
SR400,replicate_02,CPP,4615,582.7626,0.4459431,445.9431,0.00002272693,0.00002272693,-4.64345922569636,1
SR400,replicate_02,CPP,4616,583.3655,0.4466078,446.6078,0.00002274607,0.00002274607,-4.64309362866627,1
SR400,replicate_02,CPP,4617,583.9683,0.4470972,447.0972,0.00002278093,0.00002278093,-4.64242855042268,1
SR400,replicate_02,CPP,4618,584.5712,0.4477156,447.7156,0.00002281334,0.00002281334,-4.64181112693815,1
SR400,replicate_02,CPP,4619,585.1741,0.4483641,448.3641,0.00002285626,0.00002285626,-4.64099483230666,1
SR400,replicate_02,CPP,4620,585.777,0.4488958,448.8958,0.00002288096,0.00002288096,-4.64052575811519,1
SR400,replicate_02,CPP,4621,586.3847,0.4495938,449.5938,0.00002291172,0.00002291172,-4.63994230677438,1
SR400,replicate_02,CPP,4622,586.9876,0.450064,450.064,0.00002295256,0.00002295256,-4.63916886865091,1
SR400,replicate_02,CPP,4623,587.5905,0.4506905,450.6905,0.00002298223,0.00002298223,-4.63860783336284,1
SR400,replicate_02,CPP,4624,588.1934,0.4514286,451.4286,0.00002302636,0.00002302636,-4.63777470974989,1
SR400,replicate_02,CPP,4625,588.7962,0.4518707,451.8707,0.00002304356,0.00002304356,-4.63745042590326,1
SR400,replicate_02,CPP,4626,589.3991,0.4525223,452.5223,0.00002309563,0.00002309563,-4.63647018661978,1
SR400,replicate_02,CPP,4627,590.002,0.4532062,453.2062,0.00002312119,0.00002312119,-4.63598981743431,1
SR400,replicate_02,CPP,4628,590.6049,0.4538114,453.8114,0.00002315791,0.00002315791,-4.63530063822719,1
SR400,replicate_02,CPP,4629,591.2077,0.4543774,454.3774,0.00002318697,0.00002318697,-4.63475599988534,1
SR400,replicate_02,CPP,4630,591.8106,0.4549091,454.9091,0.0000232291,0.0000232291,-4.63396761639888,1
SR400,replicate_02,CPP,4631,592.4183,0.4554721,455.4721,0.00002326253,0.00002326253,-4.63334305378268,1
SR400,replicate_02,CPP,4632,593.0212,0.4561931,456.1931,0.00002330874,0.00002330874,-4.63248120249132,1
SR400,replicate_02,CPP,4633,593.624,0.4566323,456.6323,0.00002334346,0.00002334346,-4.63183477178942,1
SR400,replicate_02,CPP,4634,594.2269,0.4573392,457.3392,0.00002336454,0.00002336454,-4.63144276492549,1
SR400,replicate_02,CPP,4635,594.8298,0.4579374,457.9374,0.00002341095,0.00002341095,-4.63058096257904,1
SR400,replicate_02,CPP,4636,595.4327,0.4584903,458.4903,0.00002343932,0.00002343932,-4.63005499182338,1
SR400,replicate_02,CPP,4637,596.0355,0.4591187,459.1187,0.0000234668,0.0000234668,-4.62954612800228,1
SR400,replicate_02,CPP,4638,596.6384,0.459726,459.726,0.00002350619,0.00002350619,-4.62881775777709,1
SR400,replicate_02,CPP,4639,597.2413,0.4602779,460.2779,0.00002354539,0.00002354539,-4.6280941116156,1
SR400,replicate_02,CPP,4640,597.8442,0.4608448,460.8448,0.00002357791,0.00002357791,-4.6274946943934,1
SR400,replicate_02,CPP,4641,598.4518,0.4614934,461.4934,0.00002361888,0.00002361888,-4.62674070034453,1
SR400,replicate_02,CPP,4642,599.0547,0.4623091,462.3091,0.00002364481,0.00002364481,-4.62626417144695,1
SR400,replicate_02,CPP,4643,599.6576,0.4626838,462.6838,0.00002369998,0.00002369998,-4.62525202048328,1
SR400,replicate_02,CPP,4644,600.2605,0.4634572,463.4572,0.00002371686,0.00002371686,-4.62494281003551,1
SR400,replicate_02,CPP,4645,600.8633,0.4640504,464.0504,0.00002375516,0.00002375516,-4.6242420400971,1
SR400,replicate_02,CPP,4646,601.4662,0.4644774,464.4774,0.00002379861,0.00002379861,-4.62344840794175,1
SR400,replicate_02,CPP,4647,602.0691,0.4652891,465.2891,0.00002381883,0.00002381883,-4.62307957522198,1
SR400,replicate_02,CPP,4648,602.672,0.4657574,465.7574,0.00002386046,0.00002386046,-4.62232118792737,1
SR400,replicate_02,CPP,4649,603.2748,0.4663254,466.3254,0.00002388721,0.00002388721,-4.62183457240849,1
SR400,replicate_02,CPP,4650,603.8777,0.4668984,466.8984,0.00002394003,0.00002394003,-4.62087530970128,1
SR400,replicate_02,CPP,4651,604.4855,0.4675792,467.5792,0.00002397447,0.00002397447,-4.62025098493393,1
SR400,replicate_02,CPP,4652,605.0884,0.4680696,468.0696,0.00002399354,0.00002399354,-4.61990567162173,1
SR400,replicate_02,CPP,4653,605.6912,0.4687676,468.7676,0.00002403189,0.00002403189,-4.61921207254636,1
SR400,replicate_02,CPP,4654,606.2941,0.469406,469.406,0.00002407146,0.00002407146,-4.6184975677759,1
SR400,replicate_02,CPP,4655,606.897,0.4698925,469.8925,0.00002411806,0.00002411806,-4.61765762875326,1
SR400,replicate_02,CPP,4656,607.4999,0.4704021,470.4021,0.00002417969,0.00002417969,-4.61654927138891,1
SR400,replicate_02,CPP,4657,608.1027,0.4710798,471.0798,0.00002435504,0.00002435504,-4.61341115281917,1
SR400,replicate_02,CPP,4658,608.7056,0.471828,471.828,0.0000244706,0.0000244706,-4.61135538195616,1
SR400,replicate_02,CPP,4659,609.3085,0.4723346,472.3346,0.0000246055,0.0000246055,-4.60896780538972,1
SR400,replicate_02,CPP,4660,609.9114,0.4729167,472.9167,0.00002462228,0.00002462228,-4.60867173428155,1
SR400,replicate_02,CPP,4661,610.519,0.4734938,473.4938,0.00002471385,0.00002471385,-4.60705959358978,1
SR400,replicate_02,CPP,4662,611.1219,0.4742692,474.2692,0.00002475583,0.00002475583,-4.60632250829928,1
SR400,replicate_02,CPP,4663,611.7248,0.474948,474.948,0.00002479333,0.00002479333,-4.60566513908532,1
SR400,replicate_02,CPP,4664,612.3277,0.4754626,475.4626,0.00002471516,0.00002471516,-4.60703657367611,1
SR400,replicate_02,CPP,4665,612.9305,0.4758735,475.8735,0.00002481306,0.00002481306,-4.6053196742942,1
SR400,replicate_02,CPP,4666,613.5334,0.4766238,476.6238,0.0000248536,0.0000248536,-4.6046106955867,1
SR400,replicate_02,CPP,4667,614.1363,0.4772028,477.2028,0.00002489382,0.00002489382,-4.6039084550336,1
SR400,replicate_02,CPP,4668,614.7392,0.4777859,477.7859,0.00002498607,0.00002498607,-4.60230204765644,1
SR400,replicate_02,CPP,4669,615.342,0.4783731,478.3731,0.00002503764,0.00002503764,-4.60140660929867,1
SR400,replicate_02,CPP,4670,615.9449,0.4787487,478.7487,0.00002509918,0.00002509918,-4.60034046685731,1
SR400,replicate_02,CPP,4671,616.5527,0.4797397,479.7397,0.00002515121,0.00002515121,-4.59944111662466,1
SR400,replicate_02,CPP,4672,617.1556,0.4800932,480.0932,0.00002525119,0.00002525119,-4.59771815028767,1
SR400,replicate_02,CPP,4673,617.7584,0.4805907,480.5907,0.00002528893,0.00002528893,-4.59706954570211,1
SR400,replicate_02,CPP,4674,618.3613,0.4813127,481.3127,0.00002529229,0.00002529229,-4.59701184723373,1
SR400,replicate_02,CPP,4675,618.9642,0.4820288,482.0288,0.00002533087,0.00002533087,-4.5963498939161,1
SR400,replicate_02,CPP,4676,619.5671,0.4825696,482.5696,0.00002538157,0.00002538157,-4.59548151773193,1
SR400,replicate_02,CPP,4677,620.1699,0.4831547,483.1547,0.00002542639,0.00002542639,-4.5947152959144,1
SR400,replicate_02,CPP,4678,620.7728,0.4837277,483.7277,0.0000254353,0.0000254353,-4.59456313565888,1
SR400,replicate_02,CPP,4679,621.3757,0.484342,484.342,0.00002553055,0.00002553055,-4.59293982916786,1
SR400,replicate_02,CPP,4680,621.9786,0.4849281,484.9281,0.00002557073,0.00002557073,-4.59225687344233,1
SR400,replicate_02,CPP,4681,622.5862,0.4854377,485.4377,0.00002563038,0.00002563038,-4.59124495485049,1
SR400,replicate_02,CPP,4682,623.1891,0.4862998,486.2998,0.00002567567,0.00002567567,-4.5904782147801,1
SR400,replicate_02,CPP,4683,623.792,0.486477,486.477,0.00002571442,0.00002571442,-4.58982326693458,1
SR400,replicate_02,CPP,4684,624.3949,0.4873814,487.3814,0.00002575151,0.00002575151,-4.58919730000374,1
SR400,replicate_02,CPP,4685,624.9977,0.487757,487.757,0.00002580081,0.00002580081,-4.58836665942404,1
SR400,replicate_02,CPP,4686,625.6006,0.4885919,488.5919,0.00002582225,0.00002582225,-4.58800591853703,1
SR400,replicate_02,CPP,4687,626.2035,0.4891972,489.1972,0.00002586009,0.00002586009,-4.58736996799254,1
SR400,replicate_02,CPP,4688,626.8064,0.4897148,489.7148,0.00002591771,0.00002591771,-4.5864033738778,1
SR400,replicate_02,CPP,4689,627.4092,0.4903231,490.3231,0.00002596424,0.00002596424,-4.58562438512888,1
SR400,replicate_02,CPP,4690,628.0214,0.4909475,490.9475,0.00002609161,0.00002609161,-4.58349912164556,1
SR400,replicate_02,CPP,4691,628.6292,0.4915467,491.5467,0.00002617597,0.00002617597,-4.58209721574876,1
SR400,replicate_02,CPP,4692,629.2321,0.4921258,492.1258,0.00002619493,0.00002619493,-4.58178275776783,1
SR400,replicate_02,CPP,4693,629.8349,0.4927582,492.7582,0.00002634116,0.00002634116,-4.57936510369063,1
SR400,replicate_02,CPP,4694,630.4378,0.493298,493.298,0.00002635358,0.00002635358,-4.57916037974417,1
SR400,replicate_02,CPP,4695,631.0406,0.4939516,493.9516,0.0000263201,0.0000263201,-4.57971246500619,1
SR400,replicate_02,CPP,4696,631.6436,0.4946374,494.6374,0.00002641388,0.00002641388,-4.57816779951923,1
SR400,replicate_02,CPP,4697,632.2464,0.495145,495.145,0.00002653355,0.00002653355,-4.57620464062194,1
SR400,replicate_02,CPP,4698,632.8493,0.4956948,495.6948,0.00002658939,0.00002658939,-4.57529162591299,1
SR400,replicate_02,CPP,4699,633.4521,0.4963495,496.3495,0.00002652112,0.00002652112,-4.57640813940946,1
SR400,replicate_02,CPP,4700,634.0551,0.4970917,497.0917,0.00002655657,0.00002655657,-4.57582801839543,1
SR400,replicate_02,CPP,4701,634.6627,0.4975267,497.5267,0.00002666369,0.00002666369,-4.57407974855515,1
SR400,replicate_02,CPP,4702,635.2656,0.4981521,498.1521,0.00002669324,0.00002669324,-4.57359870876323,1
SR400,replicate_02,CPP,4703,635.8685,0.4985882,498.5882,0.00002674621,0.00002674621,-4.57273774981846,1
SR400,replicate_02,CPP,4704,636.4714,0.4994301,499.4301,0.00002682547,0.00002682547,-4.57145266016841,1
SR400,replicate_02,CPP,4705,637.0743,0.4999306,499.9306,0.00002685202,0.00002685202,-4.57102303801451,1
SR400,replicate_02,CPP,4706,637.6771,0.5004916,500.4916,0.00002683764,0.00002683764,-4.57125567702914,1
SR400,replicate_02,CPP,4707,638.28,0.5010888,501.0888,0.00002696515,0.00002696515,-4.56919715950372,1
SR400,replicate_02,CPP,4708,638.8829,0.5017474,501.7474,0.00002689858,0.00002689858,-4.57027064618503,1
SR400,replicate_02,CPP,4709,639.4858,0.502256,502.256,0.00002709961,0.00002709961,-4.56703695916496,1
SR400,replicate_02,CPP,4710,640.0886,0.5026326,502.6326,0.0000270299,0.0000270299,-4.56815556101709,1
SR400,replicate_02,CPP,4711,640.6964,0.5036155,503.6155,0.00002685673,0.00002685673,-4.57094686692451,1
SR400,replicate_02,CPP,4712,641.2993,0.504104,504.104,0.00002716906,0.00002716906,-4.56592538712039,1
SR400,replicate_02,CPP,4713,641.9021,0.5046861,504.6861,0.00002726806,0.00002726806,-4.56434575906113,1
SR400,replicate_02,CPP,4714,642.505,0.5052984,505.2984,0.00002722307,0.00002722307,-4.56506290011439,1
SR400,replicate_02,CPP,4715,643.1078,0.5060264,506.0264,0.00002758392,0.00002758392,-4.55934401541197,1
SR400,replicate_02,CPP,4716,643.7108,0.5067183,506.7183,0.00002741115,0.00002741115,-4.56207274380463,1
SR400,replicate_02,CPP,4717,644.3136,0.507097,507.097,0.00002784105,0.00002784105,-4.55531438972933,1
SR400,replicate_02,CPP,4718,644.9165,0.5076942,507.6942,0.00002808681,0.00002808681,-4.55149758362037,1
SR400,replicate_02,CPP,4719,645.5193,0.5084586,508.4586,0.00002797367,0.00002797367,-4.55325055271353,1
SR400,replicate_02,CPP,4720,646.1223,0.5089188,508.9188,0.00002798715,0.00002798715,-4.5530413245525,1
SR400,replicate_02,CPP,4721,646.73,0.509657,509.657,0.00002803645,0.00002803645,-4.55227697797411,1
SR400,replicate_02,CPP,4722,647.3328,0.5101525,510.1525,0.00002805398,0.00002805398,-4.55200551695962,1
SR400,replicate_02,CPP,4723,647.9357,0.5105412,510.5412,0.00002839115,0.00002839115,-4.54681701576794,1
SR400,replicate_02,CPP,4724,648.5386,0.5111515,511.1515,0.0000277771,0.0000277771,-4.55631309768193,1
SR400,replicate_02,CPP,4725,649.1415,0.5121465,512.1465,0.0000278404,0.0000278404,-4.55532452924306,1
SR400,replicate_02,CPP,4726,649.7443,0.5125343,512.5343,0.00002810852,0.00002810852,-4.55116202073032,1
SR400,replicate_02,CPP,4727,650.3472,0.5129008,512.9008,0.00002830444,0.00002830444,-4.54814543315938,1
SR400,replicate_02,CPP,4728,650.9501,0.5135977,513.5977,0.00002833923,0.00002833923,-4.54761195406365,1
SR400,replicate_02,CPP,4729,651.553,0.5142513,514.2513,0.00002784563,0.00002784563,-4.5552429518655,1
SR400,replicate_02,CPP,4730,652.1558,0.5148978,514.8978,0.00002820439,0.00002820439,-4.54968328868806,1
